"SKU","DESCRIPTION","SKU_FAMILY","BOX_CODE"
"9H619","FAN,70X65X8MM,5V,E6230","FAN","02087_A07"
"JX95J","BZL,LCD,NON-TCH,HD-C,G17","Plastics","4U500B"
"02380","AW,LBL,REG,BLTH,BCM92046,BCC","Miscellaneous",""
"29402","SVC,PRC,3.2G,2M,XEON,THRMGRS","PRC",""
"84418","PWA,PLN,COLUSA,JT,PWS530","Motherboards",""
"HX39H","SSDR,1.6T,2E,IS12,2.5,S-PM,EC","SSDR","GKCMD"
"85108","SVC,CRD,CNTL-PNL,CBL,PE750","Cable",""
"1K411","ASSY,CHAS,L6,T3500,EPA,TPM,V2","Mechanical",""
"19321","GDE,QIK,REF,LAT,XT,DAO/BCC","Mechanical",""
"4N634","HD,500GB,S2,5.4K,2.5,WD-ML250","HDD","GKCMD"
"5X885","ASSY,KYBD,NFPR,US-INTL,NB,3590","Keyboard/Mouse",""
"9J629","ASSY,PLMRST,BLK,GE,SLV,G15","Palmrest",""
"93809","MOD,MEDIA,DVD,RDVD,1318","Miscellaneous",""
"45564","KIT,MEDIA,RDVD,980,NSRS","Miscellaneous",""
"WW12W","BZL,LCD,N-TOUCH,W/MIC,E7270","Plastics","4U500B"
"G156G","SVC,PLN,TRPM,T1650","Motherboards","4U500"
"JN77J","ASSY,KYBD,79,F-C,NBL,SIM,3420#","Keyboard/Mouse",""
"FW14F","HD,2.0T,722N,IS12,3.5,H-AK,EC","HDD","H1053"
"FT65F","BZL,LCD,NT,AWM15","Plastics",""
"46784","CBL,DATA,MDM,DFAX,INT,MULT,SWE","Cable",""
"06740","CUS,DIMM,512,667MHZ,1X512,BCC","Memory",""
"5C805","KYBD,105,6P,NOR,W95,RD,CMOS3","Keyboard/Mouse",""
"67676","ASSY,DVD+/-RW,8,SATA,SLCY,PLDS","Miscellaneous","02087_A07"
"J880J","PWR SPLY,500W,EPA,PLT,MT,DELT","PWR SPLY","9U307"
"RT84R","KIT,SW,W7HB32SP1,DVD,SKL,SCHI","SW",""
"22112","ASSY,PWA,PLN,I5-7200U,8,D,5289","Motherboards",""
"NV88N","ASSY,PWA,DTP,I5-4200U,8,9333","Motherboards","4U500"
"28862","ASSY,BTN,TPAD,PLMRST,E6500","Mechanical",""
"4T234","ASSY,BZL,KYBD,PLSTC,PIII,LS","Plastics",""
"57425","PRC,6275,2.3/2.0,16MB,ONL,B2","PRC",""
"DP80D","PWA,PLN,T,UMA,I3-7130U,5490","Motherboards","4U500"
"2R502","MOD,BTRY,PRI,20WHR,3C,SDI","Battery",""
"RV96R","LCD,14FHD,AG,OTP,TSP,BENT,LGD","LCD","4U500"
"JD25J","SI,KIT,SW,OFCHB-2010,FIX,0H3X0","SW",""
"0F820","KYBD,105,SWE-FIN,QK,DRFN","Keyboard/Mouse",""
"MD90M","SVC,PWA,TMLPAD,ANW,M18XR2,W8P","Motherboards",""
"35863","SI,B1KC02,MOD,INFO,LBL,MED","Miscellaneous",""
"PP59P","SWT BOX,48P,1GBE,PEX,C1048P,V2","PWR CNT",""
"2P732","CUS,SERV,SMTN5020L,EMEA,R24X7X","Miscellaneous",""
"V625V","ASSY,CBL,CMRA,WINERY17","Cable","Envelope"
"1D671","INFO,RXO,10.3,PREM-SD","Miscellaneous",""
"63146","ADPT,CON,DA305,LS,APJ","Adapter",""
"88958","ASSY,HTSNK,RTN,MOD","Heatsink",""
"PV40P","CRD,NTWK,HMCRD,5150ABG","Network Card",""
"V730V","MOD,CRD,CTL,PERC H810,FH,C6200","Controller Card",""
"K853K","ASSY,CBL,BTRY,POLYMER,5300","Cable",""
"68836","FRM,INTCON,RACK,42U,3871104","Mechanical",""
"5R655","CRD,PLN,MFF,7070,35W,BCC,IMP","Motherboards","4U500"
"20362","SI,734009,MOD,IMG,W2K,BCC","Miscellaneous",""
"55355","KIT,MDM,14.4,DFAX,PCMCIA,SPN","Modem",""
"Y860Y","ASSY,FAN,REV-AIR,S55","FAN","02087_A07"
"31793","DIS,FPL,17,1707FPF,BLK,JPN","FPD",""
"32533","SI,CUS,CRD,AGP,MTRX,G450+,BCC","Card",""
"H690H","ASSY,CRD,EXP,RSR,LFT,R730","Card","GKCMD"
"8P288","CDSK,OM-WARE1.1.3","SW",""
"9T949","MOD,MDM,MBLBB,DW5540,INSP,ATT","Miscellaneous",""
"29642","MOD,LCD,15.0XG,QDI,D510N,910G","LCD",""
"5N445","KIT,KYBD,USB,SCHI,KG900,T1","Keyboard/Mouse",""
"98399","FD,1.44M,F3,TH,NBZ,TEAC","Miscellaneous",""
"40754","KIT,RACK,DOOR,RT,BK,R2K,V2","Mechanical",""
"39543","ASSY,BASE,MP3,KIT,MINGUS,30G","Base Unit",""
"43474","KIT,SPKR,220V,A425,ULD,ZLX,ARG","Miscellaneous",""
"5W335","DIS,FPL,19,P1913SF,BLK,MEX","FPD",""
"7R617","CUS,STRG,BAY,INT,5.25,RD1000","Miscellaneous",""
"4H114","MOD,SW,ANW,COMMANDCNTR,M17X10","SW",""
"8N228","ASSY,PWA,PLN,NBK,1G,W,T,1010","Motherboards","4U500"
"92369","MOD,CBL,BLTH,KORBEL","Miscellaneous",""
"VH67V","KIT,SW,OFCPRO-2010T,MPI,SPN,DB","SW",""
"1C551","PRC,2344HE,ODB,1.7,55W,4C,B3","PRC","GKCMD"
"29742","SVC,LCD,14.1XG,D510","LCD",""
"JV43J","MOD,PLCMT,XPS,L521X,GBL,W8","Miscellaneous",""
"3T393","LBL,ID,7.2K,12TB,SAS-SATA","Miscellaneous",""
"TP67T","CRD,PLN,SFF,TRPM,5090,BCC,IMP","Motherboards","4U500"
"64356","CUS,DVD,16X,SONY,DIM,SATA,BLK","Miscellaneous",""
"67356","CRD,GRPHC,ATI,RDN,7500,FH,2ND","Card","D237D"
"JX26J","BRKT,MDM,MET,NBK,LAT,LS","Mechanical",""
"WY83W","KIT,STND,E-SERIES,VESA,DF,V2","Miscellaneous",""
"6H816","PRC,X3353,2.6/1.3,12M,XUP,E0","PRC","GKCMD"
"0K330","ASSY,CVR,BK,W/O CMRA,E5530,V1","Cover","4U500B"
"8U658","ASSY,APR,I/O,NBK,I5000","Port Replicator",""
"K094K","SVC,PLN,I7-6700H,GX,8G,W7","Motherboards",""
"WX82W","KYBD,110,JPN,M17IXF-P","Keyboard/Mouse",""
"HN98H","SVC,PWA,NBK,U,I3-3227U,5523","Motherboards",""
"H219H","CASE,CRYG,BKPK,15.6,PINK/SLVR","Mechanical",""
"NT47N","KIT,DS,DESK,E3XFR,DAO","Port Replicator",""
"TT61T","PWA,RSR,BCOM,LOM,2X10GB,M710HD","Motherboards","GKCMD"
"73637","CUS,CORD,PWR,220V,2-WIRE,UK","Miscellaneous",""
"14351","ASSY,CHAS,L5,730,SLVR","Mechanical",""
"K787K","CRD,WRLES,KILLER,N1535,WW","Card","D237D"
"JT83J","KIT,RCKRL,SET,4U,VOYAGER","Mechanical",""
"KY87K","MOD,INFO,DIRSHP,WSTN,ZHONGSHAN","Miscellaneous",""
"45504","PTR,LS,HV,ICON,2330D","Miscellaneous",""
"9X819","CUS,CVR,IMR 22,EXCH,RTL,N7110","Miscellaneous",""
"99349","SI,MOD,BIOS,DT,VIRTUALIZATI,ON","Miscellaneous",""
"YC53Y","SI,EMEA,MOD,HD,320GB,2.5,980","HDD",""
"CR24C","ASSY,LCD,HUD,AL,6I,EPY,T,LD73V","HUD",""
"63256","MOD,SW,VB32,INSP,FR,DAO,NDD","SW",""
"66516","MOD,SW,VB64,OPTI,GRE,EMF,NDD","SW",""
"8G238","ASSY,CHAS,2.5HD,1U,PE1950,IV","Mechanical",""
"88808","ASSY,BASE,SVC,EMEA,E514DW","Base Unit",""
"24772","TSH,CRU,MEM,D610,WEST","Miscellaneous",""
"22222","PWA,DTRBD,SNSR,HALL,D420","DB","GKCMD"
"F143F","PWA,DTRBD,OSD,AIO,MONSTER","DB",""
"8V178","KIT,SWT,KVM,1082DS,WBRKT,TAA","PWR CNT",""
"8T818","SVC,ASSY,PWA,I54200,4,NT,9Q33","Motherboards",""
"16431","DIS,CRT,17,E773S,ULD,MG,EQ,ROW","FPD",""
"42454","MOD,SW,ADB,PSE,6,DUT,DIXV","SW",""
"KD97K","ASSY,BRKT,HNG,LCD,RT,N7110","Mechanical",""
"79317","SI,EMEA,CUS,KIT,SN,BSC,1YR","Miscellaneous",""
"55435","CVR,MET,LCD,BLACK,INSP,CS/L","Cover",""
"78967","KYBD,85,ITL,D-PTG,MRT","Keyboard/Mouse","1W217"
"5D215","HD,160GB,S3,7.2K,SGT-PHAR 6G","HDD",""
"2J842","ASSY,BZL,T410","Plastics","4U500B"
"32403","CUS,DVD+/-RW,8,STBD,MPWS,PBDS","Miscellaneous",""
"53885","DIS,CRT,21,D,P1130,MG,EQR","FPD",""
"88798","KYBD,83,DAN,M16ISU-C","Keyboard/Mouse",""
"K550K","ASSY,CBL,DC IN,CEDAR 15","Cable","Envelope"
"55105","PRC,80526,850,256,C15HER,LOCAL","PRC",""
"WK83W","BASE,UPS,4200W,230,RACK,4U","Base Unit",""
"8G318","ASSY,CVR,BK,LCD,NWAN,RED,E4200","HUD","4U500"
"44164","KIT,SW,OFCPRO-2010,MPI,RUS,EM","SW",""
"12131","KIT,HD,450,15K,SAS,PSXXXX","HDD",""
"3W833","FGA,XPS DT 2720,BTO","Base Unit",""
"4C674","ASSY,CBL,W/O,CMRA,LVDS,HEPBURN","Cable","Envelope"
"31453","SI,B0V2,MOD,INFO,LBL,LGE,BCC","Miscellaneous",""
"5H435","KIT,RMT-CNTRL,W/EXT-IR,JPN,410","Miscellaneous",""
"69896","MOD,KYBD,MSE,104,US,BLTH,DIM","Keyboard/Mouse",""
"96499","SSDR,1.6T,2E,IS12,2.5,W-BCQ,EC","SSDR","GKCMD"
"7R167","ASSY,XCVR,SFP+,10G,ITU-CHAN42","Adapter",""
"8N348","FGA PROXY,PH4665B,BTS","Base Unit",""
"42844","PRC,885932,XCO,3050,2M,L2","PRC","GKCMD"
"33813","KIT,FPR,1100MP,EMEA","Projector",""
"GN37G","SVC,PLN,TRPM,I3SMB0,U,3546,W8P","Motherboards",""
"9D409","MOD,SHP MTL,RTL,15XX,91-93","Miscellaneous",""
"G862G","ASSY,PLMRST,82,LIGHT,US,15R3","Palmrest","4U500B"
"DW35D","MOD,STNG,MGMT,AMT/DASH,M4500","Miscellaneous",""
"23452","ASSY,CBL,INTFC,RF-SWT-BD,E4300","Cable","Envelope"
"61926","MOD,LKEY,VTCTR2.5,3","Miscellaneous",""
"92559","CVR,PLSTC,CD,20X,NBK,I3000","Cover",""
"3D843","FRM,PLSTC,HPPCI,P8450","Mechanical",""
"9K489","ASSY,BASE,NBK,P9600,P,D,FPR,B","Base Unit",""
"DW86D","ASSY,PWA,PLN,CELN4000,U,34/573","Motherboards","4U500"
"VF71V","ASSY,LCD,13FHD,BOE,PEN,VIA5378","HUD",""
"1D971","MOD,SW,VEHS,DIB,2CPU,1","SW",""
"TY86T","ASSY,ADPT,AC,SPLT,50A,3U","Adapter",""
"TP36T","CRD,WRLES,HMCRD,DW1702,BCC","Card","D237D"
"9D489","FGA,VOS LPT VOSTRO 2520,BTS","Base Unit",""
"1C501","TB,DDS3,12/24,S,SGT,BLK","TBU",""
"51365","DIS,FPL,12,TCHSCRN,MSR,1229L","FPD",""
"5D655","MOD,SW,MCAF,9,24MTH,FR,XLOB","SW",""
"46764","ASSY,BTN,PWR,DK,17","Mechanical",""
"80518","MOD,SW,WXPP,ENG,OPPLX,CCC","SW",""
"HJ18H","SI,DOCS/DSKS,CBL,XCOM,RBEM56G","Miscellaneous",""
"59985","MOD,HD,100G,7.2,SFX,MRGPS,INSP","HDD",""
"38393","PWA,CTL,SAS,SAS6/IR,INTG","Controller Card",""
"9W229","SVC,HD,160G,S2,7.2,512E,ST15","HDD","GKCMD"
"62356","PWR SPLY,PFC,DELTA,ULD,305W-CR","PWR SPLY","4U500B"
"P825P","CRD,CTL,NFP2,NUC","Card",""
"13921","BASE,NBK,CLMD,370,US,V2","Base Unit",""
"DD53D","BRKT,WLAN,7X10","Mechanical",""
"HY21H","FGA,INSP LPT 3521,BTS","Base Unit",""
"G633G","CVR,HNG,NT/TCH,HD/FHD,7480","Cover","4U500B"
"TH39T","ASSY,SWT,48PRT,5548P,TAA","PWR CNT",""
"XJ24X","ASSY,DVD+/-RW,8,SATA,SNO,5010","Miscellaneous","02087_A07"
"5T325","SVC,PRM,80524,400M,GX100,EUR","PRC",""
"JP18J","CRD,GRPHC,NV,N19E-Q5,DGFF3","Card","D237D"
"76187","SI,KIT,DVDR,SLM,I-ODATA,JPN","Card",""
"WE46W","MOD,CDRW,12X,NEC,SONY,X20,E","Miscellaneous",""
"3J403","KIT,MSE/KYBD,ICEL,KM7120W,CHI","Keyboard/Mouse","1W217"
"07830","ASSY,SHRD,HTSNK,FAN,PE500SC","Mechanical",""
"31703","CUS,DVD+/-RW,16,SLTW,HLDS,INSP","Miscellaneous",""
"RT72R","ASSY,DVDRW/BD-ROM,HLDS,SLV,W15","Miscellaneous",""
"19511","SVC,ASSY,DVD+/-RW,8X,PSNC,9.5","Miscellaneous",""
"X093X","ASSY,CHUTE,FDR,REGI,LJ,C3760N","Mechanical",""
"19691","DIS,POLE,165X69MM,BLK,GUESS","FPD",""
"8D328","KIT,SW,WKS,9,NORW","SW",""
"HR59H","ASSY,PLMRST,GRK,BLK,Q,9300","Palmrest",""
"8K518","ASSY,BASE,32F/4R,SP,7010,7,SC","Base Unit",""
"12471","PWA,PLN,U,T,I3-7020U,U22,3X90","Motherboards",""
"6F536","SVC,PWA,,I5-2467,D,T,L421X,W8P","Motherboards",""
"1V661","CBL,CNTL,MB,F-IO,2.5,L,DCS6230","Cable",""
"3N743","SWT BOX,36PRT,IFB,C2P,SB7800","PWR CNT",""
"39133","SSDR,256G,S3,7MM,HYNIX,SC311","SSDR","GKCMD"
"G812G","ASSY,BASE,PTR,HV,TAA,5230DN","Base Unit",""
"P550P","MOD,SERV,SMTN5020L,LA/AP,ON24X","Miscellaneous",""
"06280","ASSY,HTSNK,PGA,DISCRT,D620","Heatsink","1W217"
"22362","AW,LBL,REG,MD1000E,BCC","Miscellaneous",""
"2P832","CUS,SERV,SMTN49M,EMEA,ON24X7X2","Miscellaneous",""
"G444G","CRD,WRLES,HMCRD,DW1506,HF","Card","D237D"
"98409","SI,684108,IMG,W2K,GX240T,INTL","Miscellaneous",""
"32103","ASSY,CRD,I/O,PCIE,SER,FH,DFX","Card",""
"D394D","KIT,MSE/KYBD,US,KM636-B,P,EP","Keyboard/Mouse","1W217"
"45434","PRC,6128HE,2.0/2.0,8MB,OGC,D1","PRC","GKCMD"
"3R463","PWA,PLN,PIII,CS","Motherboards",""
"81238","PWA,DTRBD,SENSOR,3120","DB",""
"Y036Y","PWA,PLN,I712800,T,VN,7670","Motherboards",""
"8Y528","PRC,4226,2.7,8MB,OVC,95W,B2","PRC","GKCMD"
"43784","CRD,MEM,SDIG,2GB,TOSHIBA,ULD","Memory",""
"14421","KIT,SW,WKS-STE2K6,CD,ENG","SW","Envelope"
"VC84V","PLT,KYBD,SPRT,MET,AL,7400","Mechanical",""
"80258","SI,817001,MOD,IMG,W2K,BCC","Miscellaneous",""
"4G624","ASSY,PWA,PTT,D,I7-1165G,T,3560","Motherboards",""
"69156","MOD,SW,VB64,OPTI,IPOR,EMF,NDD","SW",""
"NM76N","ASSY,BASE,DIS,E2216H,TAA,ES7","FPD",""
"N590N","SVC,PLN,EDP,TRPM,M4800","Motherboards",""
"8G928","SW,LKEY,SWT,SFP,FC8,8G,UPG,BRD","SW",""
"ND69N","PRC,7401,2.0,64M,ONP,155W,B2","PRC",""
"27232","SVC,HD,320,S3,5.4K,2.5,512E","HDD","GKCMD"
"24102","BASE,TBLT,WWAN,64G,H820U,STRK7","Base Unit",""
"63366","BTRY,PRI,14.8V,4C,LITH,PSNC","Battery","1W217"
"1J311","MOD,SW,SQL8S,1PROC,GER","SW",""
"12121","MOD,SW,VEN3.0,2CPU,DOC,1YR,NFI","SW",""
"2H972","ASSY,CRD,CTL,H710P,1GB,NV,BLDE","Controller Card","GKCMD"
"R110R","ASSY,HD,1.2T,102N,S12,2.5,FRU","HDD","H1053"
"2M702","LBL,RTL,INSP,15XX,1667,BCC","Miscellaneous",""
"J740J","BTRY,ADDL,60WHR,6C,LITH,NL,SDI","Battery","1W217"
"82668","SI,KIT,DOC,CBL,285,PCIEX1,D+W","Miscellaneous",""
"8V278","ASSY,BASE,DIS,SE2717H,EMEA","FPD",""
"YJ63Y","PWR SPLY,220W,APFC,CHICONY","PWR SPLY","9U307"
"8J428","ASSY,BASE,DIS,SE2219H,DAO","FPD",""
"28292","KEY,SPARE,MA,KDELL-MK2","Mechanical",""
"39793","SI,B0XZ01,IMG,WXP,GX60,BCC","Miscellaneous",""
"97989","CVR,BK,MAG,LCD,WX+,BLK,E6400","Cover",""
"9G319","KIT,MSE/KYBD,BPOR,KM636-B,LOGI","Keyboard/Mouse","1W217"
"94309","SI,BIOS,FRZ,GX270,A04","Miscellaneous",""
"58265","KIT,DOC,OVPK,PV75X,1.1,UPD","Miscellaneous",""
"PC50P","ASSY,BASE,NBK,I3-SMB0,U,5558","Base Unit",""
"63276","TB,40/80/120,INT,RD1000,W/BRKT","TBU",""
"30913","KIT,SW,CA,PWRSTE,PRO,CDWD,2.1C","SW",""
"57595","CUS,DVD,16X,HH,HLDS,PWS,05","Miscellaneous",""
"1G541","CUS,HD,250,5.4,FJTSU,RED,E6500","HDD",""
"65706","CUS,ADPT,AC,65W,ULD,ASTC,ARG","Adapter",""
"4T784","CTRG,TONR,2K,BLK,E525W","Mechanical",""
"PF12P","ASSY,LCD,RED,AUO,HH,5421","HUD",""
"HN43H","KIT,DS,SPR,E-SRS,130,ARG,BCC,B","Port Replicator",""
"F091F","ASSY,PLMRST,SNF,TC,BEL,BL","Palmrest",""
"P548P","KIT,MSE/KYBD,HEB,KM7321W,R,L","Keyboard/Mouse","1W217"
"3U613","RMS,ZIP,100MB,F3,N/BZL,NEC","Miscellaneous",""
"GD56G","ASSY,SSDR,3.84,2E,S12,RI,M-P,F","SSDR","H1053"
"C481C","ASSY,KYBD,CHERRY,US,ENG,LT,15","Keyboard/Mouse",""
"H898H","KYBD,83,NORDIC,EMEA,1018","Keyboard/Mouse",""
"CH69C","BASE,NBK,LAT,WW,BTX,E7240X","Base Unit",""
"62786","HD,36G,SAS,3,10K,2.5,FJT,AL9SE","HDD","GKCMD"
"HY75H","CRD,PLN,AIO,MB,UMA,J3060,3052","Motherboards","4U500"
"2G812","SVC,PLN,TRPM,MT,7010,W8P","Motherboards","4U500"
"68576","CUS,DVD+RW,2X,PHPS-CP,LAT-D,W","Miscellaneous",""
"57575","SI,CBL,RJ45,5M,CXM45005MB","Miscellaneous",""
"KV80K","SI,HD,SSDR,1.6,NVME,PCIE,RT7ND","SSDR",""
"00320","ASSY,BASE,PDA,X30,CMB,ITL","Base Unit",""
"TW22T","ASSY,CRD,SCTY,CTPM,15G","Card","GKCMD"
"81648","ASSY,PLMRST,STD,2-BTN,E6400","Palmrest","4U500B"
"76857","SI,B33101,MOD,IMG,WXP,BCC","Miscellaneous",""
"94779","MOD,HD,160G,S2,7.2K,#1R,ULD,SG","HDD",""
"80738","ASSY,BASE,DIS,S2721HS,EM,E5","FPD",""
"1G541","DIS,FPL,19,1907FPVT,BLK,BCC","FPD",""
"2D902","CUS,HD,3.2G,9.5,IBM,KLDKE,CP","HDD",""
"FT42F","FGA PROXY,PH2291D,BTO","Base Unit",""
"53135","ASSY,PWA,PLN,XPS-G2","Motherboards",""
"R216R","ASSY,SWT,48PRT,S50N,POE,FTOS,T","PWR CNT",""
"J812J","PRC,G840,2.8,3MB,SNB,65W,Q0","PRC",""
"6X296","ASSY,KYBD,W/PLMRST,RUS,BL","Keyboard/Mouse",""
"YV45Y","DIS,FPL,22,P2212HF,KOR","FPD",""
"8K678","KIT,MEDIA,RDVD,SUST,LAT,NSRS","Miscellaneous",""
"XF24X","ASSY,DVD+/-RW,8X,12.7T,HLDS","Miscellaneous","02087_A07"
"C181C","ASSY,PWA,NBK,I5,U,AX211,9520","Motherboards",""
"N358N","KIT,RDYRL,2U,SL,SFF,KNSLD,CR","Mechanical",""
"F075F","ASSY,FAN,E600,F10N,D","FAN","02087_A07"
"49774","MOD,DVD+RW,4X,NEC,LAT-D,BAY","Miscellaneous",""
"63596","MOD,LKEY,CV-EMAIL-ARCH,1YR-R","Miscellaneous",""
"FG77F","MOD,CDRW,8X,SONY,GX1/2/3,LS120","Miscellaneous",""
"FD61F","KIT,SW,OVPK,WXPHSP3,2K9B,FR","SW","Envelope"
"NC87N","ASSY,BASE,DIS,P1917S,EM,E5","FPD",""
"1D271","CORD,PWR,250V,2.5A,1M,C7,D,THA","Cable",""
"5G465","PRC,E7430,2.1/1.0,12MB,XMD,A1","PRC","GKCMD"
"41744","TSH,DI/LCM,DOWNLOAD INSTR,WEST","Miscellaneous",""
"22782","MOD,CDSK,SW,TB,YT,SVR,BUND","SW",""
"41614","KYBD,104,USB,GRE,NTRY,NMB,ULD","Keyboard/Mouse","1W217"
"0J890","ASSY,CON,SATA,ODD,13P,INTRPSR","Cable","Envelope"
"6N816","TV,LCD,40,SONY,KLH40X1/ST","FPD",""
"8J298","PWA,CTL,SAS,H310,BLDE","Controller Card",""
"K321K","CBL,WWAN BD,3520","Cable","Envelope"
"49424","CUS,GDE,QIK,PC,ENG,DAO,APOS","Miscellaneous",""
"1P211","KYBD,90,JPN,1220","Keyboard/Mouse",""
"77847","ASSY,CBL,BKPLN,3.5,PERC5I,6950","Cable","Envelope"
"RY25R","HD,300G,102N,IS12,2.5,T-A15,EC","HDD","GKCMD"
"T975T","ASSY,CVR,NO ODD,DUMMY,DOLPHIN","Cover",""
"21692","SI,CRDR,KBL,KAANBASE,USB,UW921","Card",""
"1F501","MOD,SW,TRND,16.6,15MTH,FR","SW",""
"HM69H","SUBASSY,PRM,80526,533,CUMN,HL","PRC",""
"PK56P","ASSY,PLMRST,LIGHT,UK15","Palmrest","4U500B"
"51595","BTRY,ADDL,85WHR,9C,LITH,DYNPK","Battery",""
"3K883","SVC,PLN,TRPM,I5-6300,DS,W8/10P","Motherboards",""
"R835R","TAPE,MGNTC,LTO9","Miscellaneous",""
"74217","ASSY,FD,1.44MEGB,NEC,01,ULD","Miscellaneous",""
"VC98V","ASSY,INVRTR,DC/AC,NUCLITE,3YR","PWR SPLY",""
"T040T","ASSY,BRKT,SSD CHANGE,5525","Mechanical",""
"19421","GDE,QIK-REF,OPTI,745C,BCC","Mechanical",""
"GY71G","MOD,KIT,SW,OFCHB-2010T,DAN,EME","SW",""
"24602","SVC,PLN,AIO,D,4G,545X,W8.1H","Motherboards",""
"23452","LBL,REG,NBK,MIC,DAO,C400","Miscellaneous",""
"TK40T","MOD-SRV,PER720XD","Miscellaneous",""
"23522","ASSY,FILLER,PLSTC,DR,PE500SC","Miscellaneous",""
"13541","MOD,SW,WXPPSP2,PWS,TCH,NDD,APC","SW",""
"P846P","ASSY,PLMRST,BLU,NTC,FR-EN,BL","Palmrest","4U500B"
"J455J","ASSY,PWA,PLN,I5-1140G7,16,7320","Motherboards","4U500"
"02140","CUS,CDRW/DVD,I,32X,SMSNG,SRVR","Miscellaneous",""
"7R447","BMPR,LCD,RBR,BLACK,HANKS","Mechanical",""
"R286R","PWA,PLN,VN,U,I5-12600H,5770","Motherboards",""
"51885","KIT,SW,OVPK,VHP32,A01,DVD,GRE","SW","Envelope"
"D584D","SVC,FRU,TB,LTO6,INT,JPN","TBU",""
"NR22N","ASSY,KYBD,W/PR,N-FP,FR-ENG,INK","Keyboard/Mouse",""
"C741C","ASSY,BASE,DIS,S2318NX,DAO","FPD",""
"YH23Y","ASSY,LBL,REG,R610,BCC,V2","Miscellaneous",""
"1M461","ASSY,CBL,LCD-LVDS, MIMOSA,SEC","Cable",""
"DF66D","BRKT,SSD,THERMAL,W/TAD,ICC","Mechanical",""
"JX87J","FGA,INSP LPT 7520,BTS","Base Unit",""
"V119V","ASSY,DVDRW/BD-ROM,8,HLD,WW,A5","Miscellaneous","02087_A07"
"WW52W","ASSY,CVR,LCD,BLK,N-T,W/ANT,BCC","HUD","4U500"
"0P570","CARR,MET,HD,LT266T","Mechanical",""
"Y285Y","PWA,PLN,NBK,U,T,EDP,E6440,B","Motherboards","4U500"
"WD50W","ASSY,BASE,DIS,E1916H,JPN","FPD",""
"65106","CUS,DVD+/-RW,HLDS,DMOD,LAT","Miscellaneous",""
"N265N","CVR,DOOR,FRT,3333/3335","Cover",""
"93789","BZL,PLSTC,BLK,REAR,OPPLX,MSMT","Plastics","4U500B"
"KP38K","ASSY,BD-RE,ODD,PURPLE,L15","Miscellaneous",""
"7K697","DIS,FPL,22W,P2210T,BCC","FPD",""
"17921","SVC,PWA,3427U,4,N-T,L322X,W8P","Motherboards",""
"28592","MOD,SW,3R2E,DOC,UNI,ENG","SW",""
"JH44J","KYBD,104,GRE,KB113,W8,LTON","Keyboard/Mouse","1W217"
"5X555","ASSY,DOOR,BTM,BASE,WCD,5330V","Mechanical",""
"PG45P","CRD,INTFC,PIB,PER430","Card",""
"2V392","ASSY,KYBD,PMST,KOR,MN5,GD BL","Keyboard/Mouse",""
"5P785","DIMM,64,100M,8X64,4K,144","Memory","GKCMD"
"3J473","GDE,SETUP,INSP,1210,DUT","Mechanical",""
"YY88Y","PWA,RSR,DTFG,DCSL","Motherboards",""
"1W301","ASSY,CRD,PLN,AREA51 R6","Motherboards",""
"W429W","TRAY,IP,HCIT,MED,GDE,B546X","Mechanical",""
"CH11C","ASSY,KYBD,PMST,TE,BL,JPN,N14","Keyboard/Mouse",""
"MH72M","ASSY,PWA,I73517U,D,T,L421X","Motherboards","4U500"
"7H537","CRD,GRPHC,16GB,RTX5000,NO BRKT","Card","D237D"
"CK61C","ASSY,HNG,RT,LCD,NBK,1464","HUD",""
"NM44N","ASSY,KYBD,SLVR,NBL,RUS,N3","Keyboard/Mouse",""
"TM68T","SVC,LCD,15.6HDF,LED,TLF,V2,8","LCD",""
"TV98T","CBL,EDP,N-TCH,IR CMRA,5290","Cable","02087_A07"
"7R197","GDE,USERS,NEC,S,17/40X, CD","Mechanical",""
"HH10H","KYBD,103,US,ENG,M19IXF-UBWK2","Keyboard/Mouse",""
"X991X","DIMM,2G,400MHZ,72B,240P,EMC","Memory","GKCMD"
"J052J","ASSY,PLMRST,W/KYBD,UK,CRMBK 11","Palmrest",""
"99139","SCR,M2X5,FPH,MSCR,NPL,WSTN","Mechanical",""
"WC77W","TRAY,MET,PDU,PCM,SCRPN","Mechanical",""
"7F537","DIS,FPL,20,E2009W,BLK,BCC","FPD",""
"D541D","ADPT,CON,DNGL,TC2DVI,1M,MONGSE","Adapter",""
"TR84T","PWA,PLN,T,UMA,VI7-12800H,5531","Motherboards",""
"5F325","ASSY,BRKT,F5 TO F3 CONV,990","Mechanical",""
"DP46D","ASSY,PWA,PLN,WWI3NV,16,P,532S#","Motherboards",""
"C697C","ASSY,DVD+/-RW,8X,E4310,TSST","Miscellaneous","02087_A07"
"39833","PWA,I/O,PWR SPL/B,NBK,OEM,D520","Motherboards",""
"MC90M","MOD,MDM,MBLBB,DW5540,INSP,FR","Miscellaneous",""
"19781","CRD,PLN,NIC,NBK,M2P3","Motherboards",""
"CJ68C","CVR,BTM,NT,7400","Cover",""
"16841","DIS,FPL,17,DV,1704FP,SX,MG,DAO","FPD",""
"6H836","ASSY,BASE,DIS,U3818DW,JPN","FPD",""
"80568","SVC,PRC,3.06GHZ,1M,800FSB","PRC","GKCMD"
"51655","KIT,ENCL,SGL,SP,AX150,DELL","Mechanical",""
